state,district,age_0_5,age_5_17,age_18_greater,total_enrolments,child_0_5_share,child_5_17_share,total_demo_updates,total_bio_updates,updates_per_1000,voluntary_share,mandatory_share,voluntary_dominance_ratio,age_transition_stress,child_exclusion_risk,migration_pressure,service_centralization,exclusion_risk_index,fraud_risk_proxy,net_correction_benefit,policy_recommendation
Karnataka,Bijapur,3296,930,5,4231,0.779012054,0.219806192,30382,55110,20206.09785,0.355374124,0.644625876,0.551287402,0.282074613,5699.627237,7179.111531,4.77459779,0.487850467,0.627102804,-0.139252336,Stricter Enforcement
Karnataka,Bijapur(KAR),3,0,0,3,1,0,1,13,4666.666667,0.066666667,0.933333333,0.071428571,0,0,250,1166.666667,0.038785047,0.964485981,-0.925700935,Stricter Enforcement
Karnataka,Chamarajanagar,232,17,0,249,0.931726908,0.068273092,1110,1845,11867.46988,0.375507442,0.624492558,0.601300108,0.072961373,865.8669011,4440,47.46987952,0.100934579,0.578504673,-0.477570093,Stricter Enforcement
Karnataka,Chamarajanagar *,23,0,0,23,1,0,56,62,5130.434783,0.470588235,0.529411765,0.888888889,0,0,2333.333333,213.7681159,0.038785047,0.354205607,-0.315420561,Stricter Enforcement
Karnataka,Chamrajanagar,1988,216,23,2227,0.892680736,0.096991468,15211,28965,19836.55141,0.344319442,0.655680558,0.525132914,0.108597285,2154.195629,6827.199282,8.903299558,0.188785047,0.64953271,-0.460747664,Stricter Enforcement
Karnataka,Chamrajnagar,356,24,0,380,0.936842105,0.063157895,1936,2252,11021.05263,0.462162807,0.537837193,0.859298713,0.067226891,740.9111013,5081.364829,28.92664733,0.097196262,0.375700935,-0.278504673,Stricter Enforcement
Karnataka,Chickmagalur,1129,102,0,1231,0.917140536,0.082859464,10484,21919,26322.50203,0.323540304,0.676459696,0.478284672,0.090265487,2376.013458,8509.74026,21.36566723,0.209345794,0.719626168,-0.510280374,Stricter Enforcement
Karnataka,Chikkaballapur,2842,296,14,3152,0.901649746,0.093908629,36221,41933,24795.05076,0.463450835,0.536549165,0.863762102,0.104115371,2581.545911,11487.78941,7.863955205,0.224299065,0.371962617,-0.147663551,Stricter Enforcement
Karnataka,Chikkamagaluru,1018,95,38,1151,0.884448306,0.082536924,11089,15176,22819.28758,0.422180766,0.577819234,0.730645055,0.093228656,2127.411501,9625.868056,19.80840935,0.186915888,0.471028037,-0.28411215,Stricter Enforcement
Karnataka,Chikmagalur,145,9,0,154,0.941558442,0.058441558,712,1385,13616.88312,0.339370829,0.660629171,0.513708514,0.061643836,839.3969045,4593.548387,87.85085882,0.099065421,0.661682243,-0.562616822,Stricter Enforcement
Karnataka,Chitradurga,4042,326,45,4413,0.915930206,0.073872649,47341,61227,24601.85815,0.43604528,0.56395472,0.773192004,0.080633193,1983.72638,10725.19257,5.573597224,0.171962617,0.441121495,-0.269158879,Stricter Enforcement
Karnataka,Dakshina Kannada,5896,530,79,6505,0.906379708,0.081475788,56402,78051,20669.17756,0.419489193,0.580510807,0.722620817,0.089876208,1857.667306,8669.228405,3.176940909,0.158878505,0.474766355,-0.31588785,Stricter Enforcement
Karnataka,Davanagere,437,46,0,483,0.904761905,0.095238095,3186,6251,19538.30228,0.337571519,0.662428481,0.509596929,0.105022831,2051.967819,6582.644628,40.36839314,0.176635514,0.66728972,-0.490654206,Stricter Enforcement
Karnataka,Davangere,4416,352,45,4813,0.917515063,0.073135259,33773,89432,25598.37939,0.274118144,0.725881856,0.377634654,0.079692099,2039.988577,7015.57956,5.317486371,0.175700935,0.838317757,-0.662616822,Stricter Enforcement
Karnataka,Dharwad,4733,351,19,5103,0.927493631,0.068783069,55119,87821,28010.97394,0.385606649,0.614393351,0.62762178,0.074144487,2076.859284,10799.17712,5.488043483,0.179439252,0.555140187,-0.375700935,Stricter Enforcement
Karnataka,Gadag,4088,349,20,4457,0.917208885,0.078303792,28744,40725,15586.49316,0.413761336,0.586238664,0.705789913,0.085350942,1330.321866,6447.73441,3.496297254,0.127102804,0.489719626,-0.362616822,Stricter Enforcement
Karnataka,Gadag *,135,10,0,145,0.931034483,0.068965517,847,1340,15082.75862,0.387111517,0.612888483,0.631618195,0.073529412,1109.026369,5801.369863,103.3065659,0.112149533,0.552336449,-0.440186916,Stricter Enforcement
Karnataka,Gulbarga,3650,703,3,4356,0.837924702,0.161386593,23699,64465,20239.66942,0.268802813,0.731197187,0.367620141,0.192549986,3897.14807,5439.293092,4.645322337,0.352336449,0.848598131,-0.496261682,Stricter Enforcement
Karnataka,Hasan,944,49,0,993,0.950654582,0.049345418,8568,9682,18378.65055,0.469453729,0.530546271,0.884849737,0.051851852,952.9670658,8619.71831,18.48958808,0.102803738,0.357009346,-0.254205607,Stricter Enforcement
Karnataka,Hassan,2333,142,19,2494,0.935445068,0.056936648,38846,47012,34425.82197,0.452439465,0.547560535,0.826282092,0.06083976,2094.458749,15569.53908,13.79792464,0.181308411,0.400934579,-0.219626168,Stricter Enforcement
Karnataka,Haveri,3917,266,59,4242,0.923385196,0.062706271,57630,68328,29693.06931,0.457529831,0.542470169,0.843419339,0.067891782,2015.915374,13582.37096,6.998130876,0.174766355,0.386915888,-0.212149533,Stricter Enforcement
Karnataka,Haveri *,111,6,0,117,0.948717949,0.051282051,964,1417,20350.42735,0.404701931,0.595298069,0.679830748,0.053571429,1090.201465,8169.491525,172.4612487,0.110280374,0.511214953,-0.400934579,Stricter Enforcement
Karnataka,Kalaburagi,4096,602,84,4782,0.856545379,0.125888749,40220,70137,23077.5826,0.364450244,0.635549756,0.573440931,0.146936783,3390.945747,8408.948359,4.82491796,0.307476636,0.608411215,-0.300934579,Stricter Enforcement
Karnataka,Kodagu,1095,75,41,1211,0.904211396,0.061932287,11481,17305,23770.43765,0.398825859,0.601174141,0.663411534,0.068430657,1626.626664,9472.772277,19.61257232,0.143925234,0.528037383,-0.38411215,Stricter Enforcement
Karnataka,Kolar,3841,314,31,4186,0.917582418,0.075011945,47265,64283,26647.87387,0.423715139,0.576284861,0.73525294,0.081728267,2177.884538,11288.51206,6.364431303,0.191588785,0.46635514,-0.274766355,Stricter Enforcement
Karnataka,Koppal,4752,650,49,5451,0.871766648,0.119244175,43399,59812,18934.32398,0.420484052,0.579515948,0.725578052,0.136755733,2589.377359,7960.198092,3.472913422,0.225233645,0.471962617,-0.246728972,Stricter Enforcement
Karnataka,Mandya,3401,150,43,3594,0.946299388,0.041736227,40261,65779,29504.73011,0.3796739,0.6203261,0.612055336,0.044091711,1300.914026,11199.16551,8.207157192,0.121495327,0.569158879,-0.447663551,Stricter Enforcement
Karnataka,Mysore,2857,214,2,3073,0.929710381,0.069638789,21231,54518,24649.85356,0.280277228,0.719722772,0.389423871,0.074877537,1845.720316,6906.636304,8.018820287,0.157943925,0.822429907,-0.664485981,Stricter Enforcement
Karnataka,Mysuru,3650,463,248,4361,0.836963999,0.10616831,37185,54589,21044.2559,0.405175701,0.594824299,0.681168712,0.126814571,2668.718292,8524.759285,4.824451147,0.23364486,0.509345794,-0.275700935,Stricter Enforcement
Karnataka,Raichur,7619,2056,104,9779,0.779118519,0.210246446,48164,110877,16263.52388,0.302838244,0.697161756,0.434387345,0.269816273,4388.163398,4924.744376,1.662937002,0.38317757,0.765420561,-0.382242991,Stricter Enforcement
Karnataka,Ramanagar,2559,379,11,2949,0.86775178,0.128518142,34834,40922,25688.70804,0.459812295,0.540187705,0.851208367,0.148046875,3803.132948,11808.13559,8.708036623,0.341121495,0.381308411,-0.040186916,Stricter Enforcement
Karnataka,Ramanagara,168,24,12,204,0.823529412,0.117647059,0,0,0,0,1,0,0.142011834,0,0,0,0.038785047,0.98271028,-0.943925234,Stricter Enforcement
Karnataka,Shimoga,2111,149,0,2260,0.934070796,0.065929204,15514,26849,18744.69027,0.366207157,0.633792843,0.577802607,0.070549242,1322.423698,6861.565679,8.2904424,0.125233645,0.6,-0.474766355,Stricter Enforcement
Karnataka,Shivamogga,2004,182,43,2229,0.899057873,0.081650965,24751,33654,26202.33288,0.423774955,0.576225045,0.735433071,0.090773067,2378.466127,11099.10314,11.74992506,0.210280374,0.464485981,-0.254205607,Stricter Enforcement
Karnataka,Tumakuru,2792,161,47,3000,0.930666667,0.053666667,28425,43561,23995.33333,0.394862961,0.605137039,0.65251825,0.05764411,1383.189641,9471.842719,7.995779185,0.130841121,0.53271028,-0.401869159,Stricter Enforcement
Karnataka,Tumkur,2754,188,0,2942,0.936097893,0.063902107,26300,64761,30952.07342,0.288814214,0.711185786,0.406102344,0.068239564,2112.156008,8936.459395,10.51718431,0.18317757,0.800934579,-0.617757009,Stricter Enforcement
Karnataka,Udupi,3338,210,43,3591,0.929546087,0.058479532,27375,34625,17265.38569,0.441525137,0.558474863,0.790590885,0.062893082,1085.873314,7621.10245,4.80662185,0.109345794,0.421495327,-0.312149533,Stricter Enforcement
Karnataka,Udupi *,2,0,0,2,1,0,1,3,2000,0.2,0.8,0.25,0,0,333.3333333,666.6666667,0.038785047,0.937383178,-0.898598131,Stricter Enforcement
Karnataka,Uttara Kannada,3219,221,30,3470,0.927665706,0.063688761,30631,43156,21264.26513,0.4151217,0.5848783,0.709757397,0.06863354,1459.441799,8824.834342,6.126264803,0.135514019,0.48411215,-0.348598131,Stricter Enforcement
Karnataka,Vijayanagara,1822,241,56,2119,0.859839547,0.113732893,14692,19948,16347.33365,0.424121705,0.575878295,0.736478019,0.132199671,2161.112128,6930.188679,7.711006438,0.189719626,0.462616822,-0.272897196,Stricter Enforcement
Karnataka,Vijayapura,4662,842,92,5596,0.833095068,0.150464618,31971,53092,15200.67906,0.375846422,0.624153578,0.602169778,0.180570448,2744.79343,5712.167232,2.7158619,0.245794393,0.576635514,-0.330841121,Stricter Enforcement
Karnataka,Yadgir,4847,1300,111,6258,0.774528603,0.2077341,33334,60902,15058.48514,0.353725182,0.646274818,0.54732936,0.268151815,4037.960124,5325.77089,2.405893136,0.363551402,0.630841121,-0.26728972,Stricter Enforcement
Karnataka,yadgir,573,116,0,689,0.831640058,0.168359942,2099,4281,9259.796807,0.328945306,0.671054694,0.490191499,0.202090592,1871.317822,3042.028986,13.41999537,0.159813084,0.699065421,-0.539252336,Stricter Enforcement
Kerala,Alappuzha,2536,892,131,3559,0.712559708,0.2506322,36835,87629,34971.62124,0.295946652,0.704053348,0.420346913,0.351596374,12295.89521,10346.91011,9.823489113,0.773831776,0.781308411,-0.007476636,Stricter Enforcement
Kerala,Ernakulam,4185,1807,332,6324,0.661764706,0.285736875,66207,148755,33991.4611,0.307992538,0.692007462,0.445071123,0.431677019,14673.33259,10467.50988,5.374144048,0.826168224,0.757009346,0.069158879,Proactive Correction
Kerala,Idukki,1399,271,28,1698,0.823910483,0.159599529,15492,47933,37352.76796,0.244253145,0.755746855,0.323194392,0.193571429,7230.428656,9118.304885,21.98514889,0.586915888,0.889719626,-0.302803738,Stricter Enforcement
Kerala,Kannur,4013,1722,230,5965,0.672757754,0.28868399,57710,119399,29691.3663,0.325842697,0.674157303,0.483333333,0.428998505,12737.55176,9673.147838,4.976762706,0.785981308,0.711214953,0.074766355,Proactive Correction
Kerala,Kasaragod,2695,798,62,3555,0.758087201,0.224472574,28358,71756,28161.46273,0.283254258,0.716745742,0.395194894,0.295994065,8335.625837,7974.690664,7.919421465,0.65046729,0.81682243,-0.16635514,Stricter Enforcement
Kerala,Kasargod,251,64,0,315,0.796825397,0.203174603,1869,2138,12720.63492,0.466317365,0.533682635,0.873772791,0.253968254,3230.63744,5914.556962,40.2551738,0.291588785,0.365420561,-0.073831776,Stricter Enforcement
Kerala,Kollam,3814,1042,213,5069,0.75241665,0.205563227,53100,127311,35591.0436,0.29432632,0.70567368,0.417085585,0.273132372,9721.066168,10473.37278,7.019929704,0.702803738,0.78317757,-0.080373832,Stricter Enforcement
Kerala,Kottayam,2465,804,52,3321,0.742246311,0.242095754,30210,78215,32648.29871,0.278623208,0.721376792,0.38623811,0.326034063,10644.45749,9093.919326,9.827904487,0.737383178,0.825233645,-0.087850467,Stricter Enforcement
Kerala,Kozhikode,4587,1914,203,6704,0.684218377,0.285501193,89927,152186,36114.70764,0.371424205,0.628575795,0.59089804,0.41717524,15066.16182,13411.93139,5.386235293,0.830841121,0.585046729,0.245794393,Proactive Correction
Kerala,Malappuram,10205,4116,246,14567,0.700556051,0.282556463,152390,224009,25839.157,0.404861849,0.595138151,0.68028213,0.403292181,10420.72998,10460.59857,1.77369282,0.727102804,0.510280374,0.21682243,Proactive Correction
Kerala,Palakkad,5174,1381,169,6724,0.769482451,0.2053837,49996,159847,31208.06068,0.238253179,0.761746821,0.312772134,0.266859903,8328.180057,7434.349442,4.640603818,0.647663551,0.900934579,-0.253271028,Stricter Enforcement
Kerala,Pathanamthitta,1398,480,73,1951,0.716555613,0.246027678,21035,59370,41212.19887,0.26160983,0.73839017,0.354297553,0.343102216,14139.99675,10776.12705,21.1128068,0.81588785,0.864485981,-0.048598131,Stricter Enforcement
Kerala,Thiruvananthapuram,4836,1394,433,6663,0.72579919,0.209215068,64938,148817,32080.89449,0.303794981,0.696205019,0.436358505,0.288195162,9245.558595,9744.597839,4.814059798,0.689719626,0.763551402,-0.073831776,Stricter Enforcement
Kerala,Thrissur,4914,1672,485,7071,0.694951209,0.236458775,58820,145512,28897.18569,0.287863439,0.712136561,0.404225052,0.340183113,9830.334582,8317.307692,4.08614051,0.706542056,0.804672897,-0.098130841,Stricter Enforcement
Kerala,Wayanad,1265,233,18,1516,0.834432718,0.153693931,18065,36853,36225.59367,0.328938983,0.671061017,0.490177457,0.184044234,6667.111631,11908.37179,23.87975852,0.55046729,0.7,-0.14953271,Stricter Enforcement
Ladakh,Kargil,365,120,7,492,0.741869919,0.243902439,2489,2942,11038.61789,0.458210604,0.541789396,0.845735644,0.327868852,3619.218979,5048.681542,22.39070565,0.325233645,0.385046729,-0.059813084,Stricter Enforcement
Ladakh,Leh,101,13,11,125,0.808,0.104,3246,2821,48536,0.534937376,0.465062624,1.150248051,0.12745098,6185.960784,25761.90476,385.2063492,0.510280374,0.237383178,0.272897196,Proactive Correction
Lakshadweep,Lakshadweep,192,10,1,203,0.945812808,0.049261084,1176,4820,29536.94581,0.196098049,0.803901951,0.243932794,0.051813472,1530.4117,5764.705882,144.7889501,0.138317757,0.939252336,-0.800934579,Stricter Enforcement
Madhya Pradesh,Agar Malwa,2087,421,29,2537,0.822625148,0.165944028,9884,16813,10523.05873,0.370214997,0.629785003,0.587843464,0.201628352,2121.746995,3894.405043,4.146201234,0.18411215,0.590654206,-0.406542056,Stricter Enforcement
Madhya Pradesh,Alirajpur,3251,3390,369,7010,0.463766049,0.483594864,21594,62133,11943.93723,0.257906555,0.742093445,0.347539189,1.042435424,12450.78328,3080.017116,1.703599662,0.777570093,0.86728972,-0.089719626,Stricter Enforcement
Madhya Pradesh,Anuppur,2864,349,13,3226,0.887786733,0.108183509,26195,71350,30237.13577,0.268539971,0.731460029,0.367128702,0.121815009,3683.336958,8117.446545,9.370045173,0.328037383,0.84953271,-0.521495327,Stricter Enforcement
Madhya Pradesh,Ashok Nagar,3726,1285,167,5178,0.719582851,0.248165315,45017,74376,23057.7443,0.377045748,0.622954252,0.605254312,0.344781325,7949.879643,8692.218575,4.45216148,0.626168224,0.571962617,0.054205607,Proactive Correction
Madhya Pradesh,Ashoknagar,1594,1323,94,3011,0.529392228,0.439388907,0,0,0,0,1,0,0.829467085,0,0,0,0.038785047,0.98271028,-0.943925234,Stricter Enforcement
Madhya Pradesh,Balaghat,6237,540,28,6805,0.916531962,0.079353417,79292,126762,30279.79427,0.384809881,0.615190119,0.625513754,0.086566207,2621.206942,11650.30855,4.448985347,0.229906542,0.558878505,-0.328971963,Stricter Enforcement
Madhya Pradesh,Barwani,12801,8355,667,21823,0.586582963,0.382852953,82759,143427,10364.56949,0.365887518,0.634112482,0.577007279,0.652632401,6764.253874,3792.109604,0.474916124,0.559813084,0.602803738,-0.042990654,Stricter Enforcement
Madhya Pradesh,Betul,6829,1207,130,8166,0.836272349,0.147807984,48246,155822,24989.95836,0.236420034,0.763579966,0.309620531,0.176720351,4416.234223,5907.43235,3.059870009,0.385046729,0.903738318,-0.518691589,Stricter Enforcement
Madhya Pradesh,Bhind,8483,4845,639,13967,0.607360206,0.346889096,58016,83365,10122.50304,0.410349267,0.589650733,0.6959192,0.571074965,5780.708067,4153.4937,0.724692371,0.490654206,0.496261682,-0.005607477,Stricter Enforcement
Madhya Pradesh,Bhopal,11256,1452,154,12862,0.87513606,0.112890686,90864,186438,21559.78852,0.327670454,0.672329546,0.487365841,0.128986408,2780.919689,7063.981964,1.67610888,0.247663551,0.702803738,-0.455140187,Stricter Enforcement
Madhya Pradesh,Burhanpur,6542,2759,388,9689,0.675198679,0.284755909,16543,74141,9359.479822,0.182422672,0.817577328,0.223125894,0.421672016,3946.630724,1707.223942,0.965890591,0.356074766,0.95046729,-0.594392523,Stricter Enforcement
Madhya Pradesh,Chhatarpur,11504,5965,367,17836,0.644987665,0.334435972,79858,158531,13365.60888,0.334988884,0.665011116,0.503734262,0.51847023,6929.670315,4477.098167,0.74931933,0.570093458,0.677570093,-0.107476636,Stricter Enforcement
Madhya Pradesh,Chhindwara,8308,625,48,8981,0.925064024,0.06959136,89422,140191,25566.52934,0.389444894,0.610555106,0.637853801,0.075219641,1923.105168,9955.689156,2.846418319,0.16728972,0.547663551,-0.380373832,Stricter Enforcement
Madhya Pradesh,Damoh,5081,938,47,6066,0.837619519,0.154632377,55454,134483,31311.73755,0.291958429,0.708041571,0.41234645,0.184573003,5779.301422,9140.267018,5.16099185,0.489719626,0.792523364,-0.302803738,Stricter Enforcement
Madhya Pradesh,Datia,3995,1805,43,5843,0.683724114,0.308916652,36445,47034,14287.0101,0.436571634,0.563428366,0.774848517,0.451701702,6453.466773,6236.310746,2.444731365,0.530841121,0.438317757,0.092523364,Proactive Correction
Madhya Pradesh,Dewas,8393,1958,91,10442,0.803773224,0.187511971,47249,119901,16007.46983,0.282672554,0.717327446,0.394063485,0.233261854,3733.932086,4524.46615,1.532842079,0.33364486,0.819626168,-0.485981308,Stricter Enforcement
Madhya Pradesh,Dhar,8734,3553,425,12712,0.687067338,0.279499685,87455,146391,18395.68911,0.373983844,0.626016156,0.597402864,0.406754436,7482.528153,6879.178793,1.446998278,0.597196262,0.581308411,0.01588785,Proactive Correction
Madhya Pradesh,Dindori,2409,249,1,2659,0.905979692,0.093644227,47417,61476,40952.61376,0.435441806,0.564558194,0.771296582,0.103319502,4231.203663,17825.93985,15.39571946,0.374766355,0.443925234,-0.069158879,Stricter Enforcement
Madhya Pradesh,East Nimar,2338,1500,21,3859,0.605856439,0.388701736,9607,40363,12948.95051,0.192251506,0.807748494,0.238009117,0.641299701,8304.158084,2488.860104,3.35465039,0.644859813,0.942990654,-0.298130841,Stricter Enforcement
Madhya Pradesh,Guna,7496,2249,66,9811,0.764040363,0.229232494,52953,132886,18941.90195,0.284938657,0.715061343,0.398481417,0.299986661,5682.317924,5396.759071,1.93048328,0.486915888,0.813084112,-0.326168224,Stricter Enforcement
Madhya Pradesh,Gwalior,12110,5602,830,18542,0.653111854,0.302124906,81719,127120,11263.02448,0.391299559,0.608700441,0.642844219,0.462554702,5209.764938,4406.999946,0.607400339,0.457943925,0.541121495,-0.08317757,Stricter Enforcement
Madhya Pradesh,Harda,1733,383,18,2134,0.812089972,0.179475164,10167,37769,22462.98032,0.212090869,0.787909131,0.26918189,0.220876586,4961.546403,4762.06089,10.52130226,0.436448598,0.926168224,-0.489719626,Stricter Enforcement
Madhya Pradesh,Harda *,503,107,0,610,0.824590164,0.175409836,2094,10172,20108.19672,0.170701883,0.829298117,0.205838986,0.212301587,4269.002082,3427.168576,32.9103056,0.377570093,0.956074766,-0.578504673,Stricter Enforcement
Madhya Pradesh,Hoshangabad,5158,812,12,5982,0.862253427,0.135740555,12403,97056,18298.06085,0.113310798,0.886689202,0.127790886,0.157394844,2880.020432,2073.040281,3.058342111,0.257943925,0.960747664,-0.702803738,Stricter Enforcement
Madhya Pradesh,Indore,16685,5009,609,22303,0.748105636,0.22458862,186687,221624,18307.44743,0.45721654,0.54278346,0.84235533,0.300191778,5495.745186,8370.112984,0.820814537,0.477570093,0.387850467,0.089719626,Proactive Correction
Madhya Pradesh,Jabalpur,10653,1713,101,12467,0.854495869,0.137402743,92051,158664,20110.29117,0.367152475,0.632847525,0.580159455,0.160784682,3233.426767,7382.98043,1.612952452,0.292523364,0.597196262,-0.304672897,Stricter Enforcement
